id,title_fa,title_en,link,logo_link,decorated_grade,location,rank,is_recommended_percent,decorated_score,reviews_count
727,هتل بلو وی سیتی,Blueway Hotel City hotel,https://lastsecond.ir/hotels/727-blueway-hotel-city,http://cdn.last.upload.ir/v1/hotels/41107734.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",101,67,"<div class=""hotelScore""><div class=""score"" style=""width: 68%""></div></div>",6
4034,هتل بریستول,Bristol Hotel,https://lastsecond.ir/hotels/4034-Bristol%20Hotel,http://cdn.last.upload.ir/2017/08/28/TbyjDbtDelFmDZUA7NEx2ugLPSPkaCjhdkakPexj.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",118,0,"<div class=""hotelScore""><div class=""score"" style=""width: 56%""></div></div>",1
657,هتل رادیسون بلو ایوریا,Radisson Blu Iveria hotel,https://lastsecond.ir/hotels/657-radisson-blu-iveria,http://cdn.last.upload.ir/v1/hotels/190752_1212061202009058920_STD (Custom).jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 645, 'slug': 'tbilisi', 'title_fa': 'تفلیس', 'parent_title': 'گرجستان', 'parent': {'id': 644, 'slug': 'georgia', 'title_fa': 'گرجستان'}, 'hotels_count': 159}",2,100,"<div class=""hotelScore""><div class=""score"" style=""width: 94%""></div></div>",5
611,هتل بانکوک پالاس,Bangkok Palace hotel,https://lastsecond.ir/hotels/611-bangkok-palace,http://cdn.last.upload.ir/v1/hotels/10641_1210240656007908161_STD.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 478, 'slug': 'bangkok', 'title_fa': 'بانکوک', 'parent_title': 'تایلند', 'parent': {'id': 476, 'slug': 'thailand', 'title_fa': 'تایلند'}, 'hotels_count': 155}",27,33,"<div class=""hotelScore""><div class=""score"" style=""width: 62%""></div></div>",6
736,هتل لارس پارک,larespark hotel,https://lastsecond.ir/hotels/736-larespark,http://cdn.last.upload.ir/v1/hotels/42126004.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",30,94,"<div class=""hotelScore""><div class=""score"" style=""width: 90%""></div></div>",16
3501,هتل گیت وی,The Gateway hotel,https://lastsecond.ir/hotels/3501-the-gateway,http://cdn.last.upload.ir/v1/hotels/34648580.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 636, 'slug': 'agra', 'title_fa': 'آگرا', 'parent_title': 'هند', 'parent': {'id': 634, 'slug': 'india', 'title_fa': 'هند'}, 'hotels_count': 14}",3,100,"<div class=""hotelScore""><div class=""score"" style=""width: 84%""></div></div>",1
4077,هتل متروپل پالاس، لاکچری کالکشن هتل,"Metropol Palace, A Luxury Collection Hotel",https://lastsecond.ir/hotels/4077-metropol-palace-a-luxury-collection-hotel,http://cdn.last.upload.ir/2017/09/26/xAYgl5lTJq1BvNJKYcCzIsh758vqjFIoZMKuLx7X.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 602, 'slug': 'belgrade', 'title_fa': 'بلگراد', 'parent_title': 'صربستان', 'parent': {'id': 601, 'slug': 'serbia', 'title_fa': 'صربستان'}, 'hotels_count': 30}",1,100,"<div class=""hotelScore""><div class=""score"" style=""width: 96%""></div></div>",1
161,رویال چولان بوکیت بینتانگ,Royale Chulan Bukit Bintang,https://lastsecond.ir/hotels/161-royale-chulan-bukit-bintang,http://cdn.last.upload.ir/2017/10/22/cq3GD3cc164TJnwvhtq1HJzpH5gKXu657vDeVA6E.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 485, 'slug': 'kualalampur', 'title_fa': 'کوالالامپور', 'parent_title': 'مالزی', 'parent': {'id': 484, 'slug': 'malaysia', 'title_fa': 'مالزی'}, 'hotels_count': 89}",29,64,"<div class=""hotelScore""><div class=""score"" style=""width: 76%""></div></div>",11
52,هتل گلدن پارک,Golden Park Hotel,https://lastsecond.ir/hotels/52-golden-park-hotel,http://cdn.last.upload.ir/2017/09/04/tP2ilH3MQBRxGDcD7GdN4FOKC42ZATzSRTRUQRI0.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",93,69,"<div class=""hotelScore""><div class=""score"" style=""width: 70%""></div></div>",13
751,هتل مارمارا تکسیم,The Marmara Taksim hotel,https://lastsecond.ir/hotels/751-the-marmara-taksim,http://cdn.last.upload.ir/v1/hotels/4894668.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",15,100,"<div class=""hotelScore""><div class=""score"" style=""width: 94%""></div></div>",3
1815,هتل جواهری مشهد,Javahery Mashhad hotel,https://lastsecond.ir/hotels/1815-javahery-mashhad,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 410, 'slug': 'mashhad', 'title_fa': 'مشهد', 'parent_title': 'استان خراسان رضوی', 'parent': {'id': 395, 'slug': 'razavi-khorasan-province', 'title_fa': 'استان خراسان رضوی'}, 'hotels_count': 158}",23,0,"<div class=""hotelScore""><div class=""score"" style=""width: 36%""></div></div>",1
617,هتل آنداکیرا,Andakira hotel,https://lastsecond.ir/hotels/617-andakira,http://cdn.last.upload.ir/v1/hotels/161865_121126111439019_STD.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 481, 'slug': 'phuket', 'title_fa': 'پوکت', 'parent_title': 'تایلند', 'parent': {'id': 476, 'slug': 'thailand', 'title_fa': 'تایلند'}, 'hotels_count': 162}",13,100,"<div class=""hotelScore""><div class=""score"" style=""width: 86%""></div></div>",4
35,هتل گرند جواهر و کانونشن سنتر,Grand Cevahir Hotel and Convention Center,https://lastsecond.ir/hotels/35-grand-cevahir-hotel-convention-center,http://cdn.last.upload.ir/2017/08/22/MJp1VlA4cu9Eqxm4qTjKkkD7uLVGy8fv7LCgRslc.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",57,83,"<div class=""hotelScore""><div class=""score"" style=""width: 80%""></div></div>",12
804,هتل آریان,Arian Kish hotel,https://lastsecond.ir/hotels/804-arian-kish,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 372, 'slug': 'kish', 'title_fa': 'کیش', 'parent_title': 'استان هرمزگان', 'parent': {'id': 358, 'slug': 'hormozgan-province', 'title_fa': 'استان هرمزگان'}, 'hotels_count': 49}",16,100,"<div class=""hotelScore""><div class=""score"" style=""width: 56%""></div></div>",1
4217,هتل بین المللی کیش,International Kish Hotel,https://lastsecond.ir/hotels/4217-international-kish-hotel,http://cdn.last.upload.ir/2017/11/22/lX58oMFS7hxVXJ0YNblGVKeOYsx1izjVky90UssR.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 372, 'slug': 'kish', 'title_fa': 'کیش', 'parent_title': 'استان هرمزگان', 'parent': {'id': 358, 'slug': 'hormozgan-province', 'title_fa': 'استان هرمزگان'}, 'hotels_count': 49}",17,0,"<div class=""hotelScore""><div class=""score"" style=""width: 50%""></div></div>",1
1661,هتل پوینت باربرس,Point Barbaros hotel,https://lastsecond.ir/hotels/1661-point-barbaros,http://cdn.last.upload.ir/v1/hotels/23684809.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",85,100,"<div class=""hotelScore""><div class=""score"" style=""width: 72%""></div></div>",2
769,هتل نووتل البرشا دبی,Novotel Al Barsha hotel,https://lastsecond.ir/hotels/769-novotel-al-barsha,http://cdn.last.upload.ir/v1/hotels/462535_14063017230020093307.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 474, 'slug': 'dubai', 'title_fa': 'دبی', 'parent_title': 'امارات', 'parent': {'id': 473, 'slug': 'uae', 'title_fa': 'امارات'}, 'hotels_count': 257}",1,100,"<div class=""hotelScore""><div class=""score"" style=""width: 100%""></div></div>",4
1505,هتل ناز سیتی,Naz City Taksim hotel,https://lastsecond.ir/hotels/1505-naz-city-taksim,http://cdn.last.upload.ir/v1/hotels/50542838.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",45,100,"<div class=""hotelScore""><div class=""score"" style=""width: 84%""></div></div>",9
120,آماری واترگیت بانکوک,Amari Watergate Bangkok,https://lastsecond.ir/hotels/120-amari-watergate-bangkok,http://cdn.last.upload.ir/v1/hotels/7861308.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 478, 'slug': 'bangkok', 'title_fa': 'بانکوک', 'parent_title': 'تایلند', 'parent': {'id': 476, 'slug': 'thailand', 'title_fa': 'تایلند'}, 'hotels_count': 155}",1,100,"<div class=""hotelScore""><div class=""score"" style=""width: 100%""></div></div>",1
1774,هتل اینترکانتیننتال مسکو تورسکایا,InterContinental Tverskaya hotel,https://lastsecond.ir/hotels/1774-intercontinental-tverskaya,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 545, 'slug': 'moscow', 'title_fa': 'مسکو', 'parent_title': 'روسیه', 'parent': {'id': 544, 'slug': 'russia', 'title_fa': 'روسیه'}, 'hotels_count': 48}",5,0,"<div class=""hotelScore""><div class=""score"" style=""width: 90%""></div></div>",1
822,هتل هلیا,Heliya Kish hotel,https://lastsecond.ir/hotels/822-heliya-kish,http://cdn.last.upload.ir/2017/08/21/tO3JYouBnqHCYudQcHNWkx8Nu4mHvffICvpQy4zC.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 372, 'slug': 'kish', 'title_fa': 'کیش', 'parent_title': 'استان هرمزگان', 'parent': {'id': 358, 'slug': 'hormozgan-province', 'title_fa': 'استان هرمزگان'}, 'hotels_count': 49}",2,100,"<div class=""hotelScore""><div class=""score"" style=""width: 86%""></div></div>",2
1156,آمارا پرستیژ الیت,Amara Prestige Elite,https://lastsecond.ir/hotels/1156-amara-prestige-elite,http://cdn.last.upload.ir/v1/hotels/49836660.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 452, 'slug': 'goynuk', 'title_fa': 'گوینوک', 'parent_title': 'کمر', 'parent': {'id': 446, 'slug': 'kemer', 'title_fa': 'کمر'}, 'hotels_count': 9}",1,89,"<div class=""hotelScore""><div class=""score"" style=""width: 84%""></div></div>",9
73,هتل آل سیزنز,All Seasons Hotel,https://lastsecond.ir/hotels/73-all-seasons-hotel,http://cdn.last.upload.ir/2017/09/16/3nFK4lEUe5oGQmJnIbPe2XUFIAqmgLf9WzDgofYe.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",87,60,"<div class=""hotelScore""><div class=""score"" style=""width: 72%""></div></div>",10
58,هتل گرند اونال,Hotel Grand Unal,https://lastsecond.ir/hotels/58-hotel-grand-unal,http://cdn.last.upload.ir/2017/09/04/dlad0uc9Q189hhvtjNx1HZwJUGYFn9cm37X86Znm.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",67,60,"<div class=""hotelScore""><div class=""score"" style=""width: 78%""></div></div>",5
1514,هتل مارمارای,Marmaray hotel,https://lastsecond.ir/hotels/1514-marmaray,http://cdn.last.upload.ir/v1/hotels/14089441.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",74,75,"<div class=""hotelScore""><div class=""score"" style=""width: 76%""></div></div>",4
4036,نوا پلازا تکسیم اسکوئر,Nova Plaza Taksim Square,https://lastsecond.ir/hotels/4036-nova-plaza-taksim-square,http://cdn.last.upload.ir/2017/08/28/auIjwCOeYQMHmhax1PqjPQR1eAY5dBbyVUL7Mz3M.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",134,33,"<div class=""hotelScore""><div class=""score"" style=""width: 52%""></div></div>",3
258,هتل فلورا گرند,Flora Grand Hotel,https://lastsecond.ir/hotels/258-flora-grand-hotel,http://cdn.last.upload.ir/v1/hotels/83107_1210190725007787198_STD.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 474, 'slug': 'dubai', 'title_fa': 'دبی', 'parent_title': 'امارات', 'parent': {'id': 473, 'slug': 'uae', 'title_fa': 'امارات'}, 'hotels_count': 257}",47,80,"<div class=""hotelScore""><div class=""score"" style=""width: 76%""></div></div>",10
2815,هتل بولوار اتوگراف کالکشن,Boulevard Autograph Collection hotel,https://lastsecond.ir/hotels/2815-boulevard-autograph-collection,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 621, 'slug': 'baku', 'title_fa': 'باکو', 'parent_title': 'آذربایجان', 'parent': {'id': 620, 'slug': 'azerbaijan', 'title_fa': 'آذربایجان'}, 'hotels_count': 80}",1,100,"<div class=""hotelScore""><div class=""score"" style=""width: 98%""></div></div>",3
728,هتل آلفا,Alfa Istanbul hotel,https://lastsecond.ir/hotels/728-alfa-istanbul,http://cdn.last.upload.ir/v1/hotels/17533792.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",56,100,"<div class=""hotelScore""><div class=""score"" style=""width: 80%""></div></div>",13
2327,هتل رامادا و سوئیت استانبول مرتر,Ramada Hotel & Suites Istanbul Merter,https://lastsecond.ir/hotels/2327-ramada-hotel-suites-istanbul-merter,http://cdn.last.upload.ir/2017/09/19/uYKLPvs9NlAGkLlcq9j76DwEJsqYxuWzJvH4AFNG.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",154,0,"<div class=""hotelScore""><div class=""score"" style=""width: 32%""></div></div>",2
747,هتل سابنا,Sabena hotel,https://lastsecond.ir/hotels/747-sabena,http://cdn.last.upload.ir/v1/hotels/43947212.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",133,42,"<div class=""hotelScore""><div class=""score"" style=""width: 52%""></div></div>",12
76,تکسیم گونین,Taksim Gonen,https://lastsecond.ir/hotels/76-taksim-gonen,http://cdn.last.upload.ir/2017/09/16/4ts0i2FU6lcHA6WoSHztOfNkVZY1RBVFNcwvGtQX.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",44,88,"<div class=""hotelScore""><div class=""score"" style=""width: 84%""></div></div>",8
13,هتل فیم رزیدنس لارا اند اسپا,Fame Residence Lara & SPA,https://lastsecond.ir/hotels/13-fame-residence-lara-spa,http://cdn.last.upload.ir/2017/08/20/MEKIOqGFCJO6gZ8ufdZej5Fkakq1WrxhuCejgLDN.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 445, 'slug': 'lara', 'title_fa': 'لارا', 'parent_title': 'آنتالیا', 'parent': {'id': 443, 'slug': 'antalya', 'title_fa': 'آنتالیا'}, 'hotels_count': 54}",6,100,"<div class=""hotelScore""><div class=""score"" style=""width: 92%""></div></div>",2
1673,هتل پلازو دونیزتی,Palazzo Donizetti Hotel,https://lastsecond.ir/hotels/1673-palazzo-donizetti-hotel,http://cdn.last.upload.ir/2017/09/03/5imig1gcqeiSxd1lQV9bdV5Z3C4FegH7qUCHmuVt.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره تاپ""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-half-empty orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",52,86,"<div class=""hotelScore""><div class=""score"" style=""width: 82%""></div></div>",7
1735,هتل تویین تاورز,Twin Towers hotel,https://lastsecond.ir/hotels/1735-twin-towers,http://cdn.last.upload.ir/v1/hotels/15005722.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 478, 'slug': 'bangkok', 'title_fa': 'بانکوک', 'parent_title': 'تایلند', 'parent': {'id': 476, 'slug': 'thailand', 'title_fa': 'تایلند'}, 'hotels_count': 155}",16,100,"<div class=""hotelScore""><div class=""score"" style=""width: 80%""></div></div>",1
